Unnamed: 0,Venue,City,Country,Date,Year,State,Setlist,Set Opener,Latitude,Longitude
374,Jai-Alai Fronton,Miami,USA,1978-12-12,1978,FL,"['mississippi half-step', ""franklin's tower"", 'looks like rain', 'peggy-o', 'me and my uncle', 'big river', 'ramble on rose', 'new minglewood blues', 'stagger lee', 'music never stopped', 'bertha', ""good lovin'"", 'brown eyed women', 'estimated prophet', 'eyes of the world', 'drums', 'not fade away', ""goin' down the road feelin' bad"", 'around and around', 'u.s. blues']",mississippi half-step,25.7741566,-80.1935973
375,Curtis Hixon Convention Hall,Tampa,USA,1978-12-13,1978,FL,"['passenger', 'they love each other', 'mama tried', 'mexicali blues', 'candyman', 'el paso', 'tennessee jed', ""it's all over now"", 'loser', 'jack straw', 'deal', 'i need a miracle', 'ship of fools', ""playin' in the band"", 'drums', 'shakedown street', 'black peter', ""playin' in the band"", 'sugar magnolia', 'johnny b. goode']",passenger,27.9449854,-82.4583107
376,Boutwell Auditorium,Birmingham,USA,1978-12-15,1978,AL,"['promised land', 'shakedown street', 'new minglewood blues', 'friend of the devil', 'el paso', '>from the heart of me', 'brown eyed women', 'cassidy', 'deal', 'i need a miracle', 'bertha', ""good lovin'"", 'it must have been the roses', 'terrapin station', ""playin' in the band"", 'drums', 'stella blue', ""truckin'"", ""playin' in the band"", 'u.s. blues']",promised land,33.5206824,-86.8024326
377,Nashville Municipal Auditorium,Nashville,USA,1978-12-16,1978,TN,"['sugaree', 'beat it on down the line', 'candyman', 'me and my uncle', 'big river', 'stagger lee', 'looks like rain', 'tennessee jed', ""lazy lightnin'"", 'supplication', 'scarlet begonias', 'fire on the mountain', 'samson and delilah', '>from the heart of me', ""he's gone"", 'drums', 'the other one', 'wharf rat', 'around and around', 'one more saturday night']",sugaree,36.1622767,-86.7742984
378,Fox Theater,Atlanta,USA,1978-12-17,1978,GA,"['jack straw', 'they love each other', 'mama tried', 'mexicali blues', 'peggy-o', 'passenger', 'stagger lee', 'new minglewood blues', 'brown eyed women', 'music never stopped', 'i need a miracle', 'bertha', ""good lovin'"", 'ramble on rose', '>from the heart of me', 'estimated prophet', 'eyes of the world', 'drums', 'shakedown street', 'sugar magnolia', 'johnny b. goode']",jack straw,33.7544657,-84.3898151
379,Memorial Coliseum (State Fairgrounds),Jackson,USA,1978-12-19,1978,MS,"['mississippi half-step', ""franklin's tower"", 'new minglewood blues', 'they love each other', 'me and my uncle', 'big river', 'loser', 'el paso', 'row jimmy', ""lazy lightnin'"", 'supplication', 'scarlet begonias', 'fire on the mountain', 'promised land', 'stagger lee', ""truckin'"", 'drums', 'the other one', 'stella blue', 'not fade away', 'around and around', 'casey jones']",mississippi half-step,32.2998686,-90.1830408
380,The Summit,Houston,USA,1978-12-21,1978,TX,"['jack straw', 'dire wolf', 'cassidy', 'stagger lee', 'mama tried', 'mexicali blues', 'friend of the devil', ""it's all over now"", 'brown eyed women', 'passenger', 'peggy-o', 'music never stopped', 'i need a miracle', 'bertha', ""good lovin'"", '>from the heart of me', 'terrapin station', ""playin' in the band"", 'drums', 'black peter', ""playin' in the band"", 'sugar magnolia']",jack straw,29.7589382,-95.3676974
381,Dallas Convention Center,Dallas,USA,1978-12-22,1978,TX,"['shakedown street', 'me and my uncle', 'big river', 'tennessee jed', 'looks like rain', 'stagger lee', 'beat it on down the line', 'candyman', 'new minglewood blues', 'deal', 'scarlet begonias', 'fire on the mountain', '>from the heart of me', 'estimated prophet', 'eyes of the world', 'drums', 'not fade away', 'wharf rat']",shakedown street,32.7762719,-96.7968559
382,Golden Hall,San Diego,USA,1978-12-27,1978,CA,"['promised land', 'friend of the devil', 'cassidy', 'peggy-o', 'mama tried', 'mexicali blues', 'mississippi half-step', ""franklin's tower"", 'music never stopped', 'bertha', ""good lovin'"", 'ship of fools', 'samson and delilah', 'terrapin station', ""playin' in the band"", 'drums', 'not fade away', 'black peter', 'around and around', 'u.s. blues']",promised land,32.7174202,-117.162772
383,Golden Hall,San Diego,USA,1978-12-28,1978,CA,"['sugaree', 'funiculi funicula', 'beat it on down the line', 'dire wolf', 'looks like rain', 'stagger lee', 'me and my uncle', 'big river', 'candyman', 'new minglewood blues', 'tennessee jed', ""lazy lightnin'"", 'supplication', 'shakedown street', '>from the heart of me', 'estimated prophet', 'eyes of the world', 'drums', ""truckin'"", 'wharf rat', 'sugar magnolia', 'johnny b. goode']",sugaree,32.7174202,-117.162772
384,Pauley Pavilion (UCLA),Los Angeles,USA,1978-12-30,1978,CA,"['jack straw', 'they love each other', 'mama tried', 'mexicali blues', 'loser', 'looks like rain', 'stagger lee', 'passenger', 'tennessee jed', 'new minglewood blues', 'sugaree', 'promised land', 'i need a miracle', 'bertha', ""good lovin'"", 'scarlet begonias', 'fire on the mountain', ""playin' in the band"", 'shakedown street', 'drums', 'ollin arrageed', 'st. stephen', 'not fade away', ""goin' down the road feelin' bad"", 'around and around', 'one more saturday night']",jack straw,34.0536909,-118.242766
385,Winterland Arena,San Francisco,USA,1978-12-31,1978,CA,"['sugar magnolia', 'scarlet begonias', 'fire on the mountain', 'me and my uncle', 'big river', 'friend of the devil', ""it's all over now"", 'stagger lee', '>from the heart of me', 'sunshine daydream', 'samson and delilah', 'ramble on rose', 'i need a miracle', 'terrapin station', ""playin' in the band"", 'drums', 'not fade away', 'around and around', 'dark star', 'the other one', 'dark star', 'wharf rat', 'st. stephen', ""good lovin'"", 'casey jones', 'johnny b. goode', 'we bid you goodnight']",sugar magnolia,37.7879363,-122.4075201
386,The Spectrum,Philadelphia,USA,1979-01-05,1979,PA,"['sugaree', 'new minglewood blues', 'candyman', 'mama tried', 'mexicali blues', '>from the heart of me', 'brown eyed women', ""it's all over now"", 'stagger lee', 'music never stopped', 'bertha', ""good lovin'"", 'it must have been the roses', 'estimated prophet', 'eyes of the world', 'drums', ""truckin'"", ""nobody's fault but mine"", 'black peter', 'around and around', 'johnny b. goode']",sugaree,39.9527237,-75.1635262
387,Madison Square Garden,New York,USA,1979-01-07,1979,NY,"['jack straw', 'they love each other', 'cassidy', 'jack-a-roe', 'looks like rain', 'tennessee jed', 'el paso', 'stagger lee', 'passenger', 'i need a miracle', 'shakedown street', '>from the heart of me', 'estimated prophet', 'eyes of the world', 'drums', 'not fade away', 'black peter', 'around and around', ""good lovin'""]",jack straw,40.7127281,-74.0060152
388,Madison Square Garden,New York,USA,1979-01-08,1979,NY,"['mississippi half-step', ""franklin's tower"", 'new minglewood blues', 'candyman', 'me and my uncle', 'big river', 'friend of the devil', ""it's all over now"", 'brown eyed women', ""lazy lightnin'"", 'supplication', 'scarlet begonias', 'fire on the mountain', 'samson and delilah', 'terrapin station', ""playin' in the band"", 'drums', 'the other one', 'wharf rat', ""good lovin'"", 'u.s. blues']",mississippi half-step,40.7127281,-74.0060152
389,Nassau Coliseum,Uniondale,USA,1979-01-10,1979,NY,"['promised land', 'dire wolf', 'mama tried', 'mexicali blues', 'tennessee jed', 'looks like rain', 'stagger lee', 'el paso', 'row jimmy', 'passenger', 'loser', 'music never stopped', 'shakedown street', 'i need a miracle', 'bertha', ""good lovin'"", 'dark star', 'drums', 'wharf rat', 'st. stephen', 'around and around', 'johnny b. goode']",promised land,40.7157545,-73.5898872
390,Nassau Coliseum,Uniondale,USA,1979-01-11,1979,NY,"['sugaree', 'me and my uncle', 'big river', 'peggy-o', 'cassidy', 'friend of the devil', 'new minglewood blues', '>from the heart of me', 'ramble on rose', 'jack straw', 'deal', 'i need a miracle', 'ship of fools', 'estimated prophet', ""he's gone"", 'drums', ""truckin'"", 'the other one', 'stella blue', ""good lovin'"", 'casey jones']",sugaree,40.7157545,-73.5898872
391,The Spectrum,Philadelphia,USA,1979-01-12,1979,PA,"['jack straw', 'candyman', 'el paso', 'tennessee jed', 'beat it on down the line', 'peggy-o', 'passenger', 'deal', 'samson and delilah', 'it must have been the roses', ""dancin' in the streets"", 'drums', 'not fade away', ""goin' down the road feelin' bad"", 'sugar magnolia', 'u.s. blues']",jack straw,39.9527237,-75.1635262
392,Utica Memorial Coliseum,Utica,USA,1979-01-14,1979,NY,"['cold rain and snow', 'new minglewood blues', 'dire wolf', 'me and my uncle', 'big river', 'they love each other', 'looks like rain', 'brown eyed women', ""it's all over now"", 'jack-a-roe', ""lazy lightnin'"", 'supplication', 'i need a miracle', 'bertha', ""good lovin'"", 'stagger lee', 'estimated prophet', 'eyes of the world', 'drums', 'iko iko', 'the other one', 'black peter', 'around and around']",cold rain and snow,43.1009031,-75.2326641
393,Springfield Civic Center,Springfield,USA,1979-01-15,1979,MA,"['jack straw', 'jack-a-roe', 'cassidy', 'row jimmy', 'mama tried', 'mexicali blues', 'stagger lee', 'passenger', 'deal', 'i need a miracle', 'shakedown street', '>from the heart of me', 'terrapin station', ""playin' in the band"", 'drums', ""playin' in the band"", 'casey jones', 'johnny b. goode']",jack straw,42.1018764,-72.5886727
394,Veterans' Memorial Coliseum,New Haven,USA,1979-01-17,1979,CT,"['shakedown street', 'me and my uncle', 'big river', 'peggy-o', 'beat it on down the line', 'stagger lee', 'new minglewood blues', 'brown eyed women', '>from the heart of me', 'i need a miracle', 'scarlet begonias', 'fire on the mountain', 'estimated prophet', 'eyes of the world', 'drums', 'not fade away', 'black peter', 'around and around', 'casey jones']",shakedown street,41.3082138,-72.9250518
395,Providence Civic Center,Providence,USA,1979-01-18,1979,RI,"['promised land', 'they love each other', 'mama tried', 'mexicali blues', 'friend of the devil', 'cassidy', 'jack-a-roe', 'looks like rain', 'ramble on rose', 'new minglewood blues', 'deal', 'i need a miracle', 'bertha', ""good lovin'"", '>from the heart of me', 'ship of fools', ""he's gone"", ""truckin'"", 'the other one', 'wharf rat', 'around and around', 'u.s. blues']",promised land,41.8239891,-71.4128343
396,Shea's Theater,Buffalo,USA,1979-01-20,1979,NY,"['promised land', 'sugaree', 'el paso', 'peggy-o', ""it's all over now"", 'jack-a-roe', 'new minglewood blues', 'stagger lee', 'jack straw', 'i need a miracle', 'bertha', ""good lovin'"", 'loser', 'estimated prophet', 'the other one', 'drums', 'the other one', 'dark star', 'not fade away', 'sugar magnolia', 'one more saturday night']",promised land,42.8864163,-78.8781493
397,Masonic Temple,Detroit,USA,1979-01-21,1979,MI,"['sugaree', 'me and my uncle', 'big river', 'they love each other', 'beat it on down the line', 'dire wolf', 'looks like rain', 'brown eyed women', 'new minglewood blues', 'friend of the devil', 'jack straw', 'deal', 'samson and delilah', 'terrapin station', ""playin' in the band"", 'drums', ""truckin'"", 'stella blue', ""good lovin'"", 'u.s. blues']",sugaree,42.3315509,-83.0466403
398,Market Square Arena,Indianapolis,USA,1979-02-03,1979,IN,"['promised land', 'candyman', 'mama tried', 'mexicali blues', 'china cat sunflower', 'i know you rider', 'new minglewood blues', 'stagger lee', '>from the heart of me', 'music never stopped', 'scarlet begonias', 'fire on the mountain', 'estimated prophet', 'eyes of the world', 'drums', 'the other one', 'wharf rat', 'i need a miracle', 'casey jones', 'one more saturday night']",promised land,39.7683331,-86.1583502
399,Dane County Coliseum,Madison,USA,1979-02-04,1979,WI,"['mississippi half-step', ""franklin's tower"", 'me and my uncle', 'big river', 'peggy-o', 'cassidy', 'friend of the devil', 'el paso', 'tennessee jed', ""lazy lightnin'"", 'supplication', 'shakedown street', 'samson and delilah', '>from the heart of me', 'terrapin station', ""playin' in the band"", 'drums', 'iko iko', 'black peter', 'around and around', 'u.s. blues']",mississippi half-step,43.07469,-89.3841663
400,Tulsa Fairgrounds Pavilion,Tulsa,USA,1979-02-06,1979,OK,"['jack straw', 'loser', 'beat it on down the line', 'peggy-o', ""it's all over now"", 'china cat sunflower', 'i know you rider', '>from the heart of me', 'new minglewood blues', 'deal', 'i need a miracle', 'bertha', ""good lovin'"", 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', 'not fade away', 'black peter', 'around and around', 'johnny b. goode']",jack straw,36.1563122,-95.9927516
401,Arena (U of Southern Illinois),Carbondale,USA,1979-02-07,1979,IL,"[""don't ease me in"", 'mama tried', 'mexicali blues', 'jack-a-roe', 'looks like rain', 'they love each other', 'new minglewood blues', 'stagger lee', 'cassidy', 'peggy-o', 'music never stopped', 'scarlet begonias', 'fire on the mountain', ""dancin' in the streets"", 'drums', 'black peter', 'i need a miracle', 'bertha', ""good lovin'"", 'u.s. blues']",dont ease me in,37.7274692,-89.216655
402,Soldiers' and Sailors' Memorial Hall,Kansas City,USA,1979-02-09,1979,KS,"['promised land', 'candyman', 'cassidy', 'tennessee jed', 'el paso', 'jack-a-roe', 'looks like rain', 'stagger lee', 'passenger', 'china cat sunflower', 'i know you rider', 'not fade away', 'i need a miracle', 'bertha', ""good lovin'"", '>from the heart of me', ""he's gone"", 'drums', ""truckin'"", 'comes a time', 'around and around', 'shakedown street']",promised land,39.1134562,-94.626497
403,Soldiers' and Sailors' Memorial Hall,Kansas City,USA,1979-02-10,1979,KS,"[""don't ease me in"", 'me and my uncle', 'big river', 'they love each other', 'new minglewood blues', 'brown eyed women', ""it's all over now"", 'deal', 'jack straw', 'scarlet begonias', 'fire on the mountain', '>from the heart of me', 'estimated prophet', 'eyes of the world', 'drums', 'the other one', 'wharf rat', 'sugar magnolia', 'one more saturday night']",dont ease me in,39.1134562,-94.626497
404,Kiel Auditorium,St. Louis,USA,1979-02-11,1979,MO,"['promised land', 'sugaree', 'mama tried', 'mexicali blues', 'friend of the devil', ""lazy lightnin'"", 'supplication', 'might as well', 'music never stopped', 'samson and delilah', 'china cat sunflower', 'i know you rider', '>from the heart of me', 'terrapin station', ""playin' in the band"", 'drums', 'not fade away', 'stella blue', 'i need a miracle', ""good lovin'"", 'u.s. blues']",promised land,38.6254063,-90.190009
405,Oakland Coliseum,Oakland,USA,1979-02-17,1979,CA,"['greatest story ever told', ""don't ease me in"", 'mama tried', 'mexicali blues', 'friend of the devil', 'passenger', 'high time', 'looks like rain', 'jack-a-roe', ""lazy lightnin'"", 'supplication', 'might as well', 'i need a miracle', 'bertha', ""good lovin'"", '>from the heart of me', 'big railroad blues', 'terrapin station', ""playin' in the band"", 'drums', 'the wheel', 'shakedown street', ""playin' in the band"", 'sugar magnolia', 'one more saturday night']",greatest story ever told,37.8044557,-122.271356
407,Spartan Stadium,San Jose,USA,1979-04-22,1979,CA,"[""comments: brent mydland's first show"", 'jack straw', 'tennessee jed', 'mama tried', 'mexicali blues', 'sugaree', 'looks like rain', 'brown eyed women', 'new minglewood blues', 'stagger lee', 'passenger', 'deal', 'i need a miracle', 'bertha', ""good lovin'"", 'scarlet begonias', 'fire on the mountain', 'estimated prophet', ""he's gone"", 'drums', 'the other one', 'wharf rat', 'around and around', 'u.s. blues', 'shakedown street']",comments: brent mydlands first show,37.3361663,-121.890591
408,Charlotte Coliseum,Charlotte,USA,1979-05-03,1979,NC,"['promised land', 'brown eyed women', 'me and my uncle', 'big river', 'stagger lee', 'looks like rain', 'row jimmy', ""it's all over now"", 'deal', 'samson and delilah', 'tennessee jed', 'terrapin station', ""playin' in the band"", 'drums', 'black peter', 'not fade away', ""playin' in the band"", 'u.s. blues']",promised land,35.2272086,-80.8430827
409,Hampton Roads Coliseum,Hampton,USA,1979-05-04,1979,VA,"['mississippi half-step', ""franklin's tower"", 'mama tried', 'mexicali blues', 'candyman', ""lazy lightnin'"", 'supplication', 'loser', 'new minglewood blues', ""don't ease me in"", 'passenger', 'i need a miracle', 'bertha', ""good lovin'"", 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', ""truckin'"", 'stella blue', 'around and around']",mississippi half-step,37.0264414,-76.3442846
